movie,actor
Pascali's Island,Donald O'Connor
Pascali's Island,Natalia Borisova
Ground Zero,Vincent Perez
Ground Zero,Debra Feuer
Ground Zero,Lon Chaney
Ground Zero,Frank Lovejoy
The Haunted Palace,Peter Coyote
The Haunted Palace,Alex Haw
The Haunted Palace,Nehemiah Persoff
The Haunted Palace,Fintan Halpenny
Biggles-Adventures in Time,John Warwick
Biggles-Adventures in Time,Jordana Brewster
Biggles-Adventures in Time,Jennifer Love Hewitt
Biggles-Adventures in Time,Christopher McDonald
Rio Lobo,Sir Cedrick Hardwicke
Rio Lobo,Janet Munro
Rio Lobo,Austin Pendleton
Rio Lobo,Jordana Brewster
Priest of Love,John Warwick
Priest of Love,Forest Whitaker
Priest of Love,Lyle Lovett
Priest of Love,Christopher Eccleston
Chisum,Clive Brook
Chisum,Catherine Hicks
Chisum,Liam Neeson
Chisum,Ving Rhames
Trust,Chuck Connors
Trust,Léa Massari
Trust,David Tomlinson
Trust,Lenny von Dohlen
Missing in Action,Tim Rozon
Missing in Action,Timothy Spall
Missing in Action,Art Garfunkel (as Arthur Garfunkel)
Missing in Action,Ethel Waters
Zone Troopers,Doug McKeon
Zone Troopers,Joan Allen
Zone Troopers,John Houseman
Zone Troopers,Vincent Perez
Green Hell,George Rose
Green Hell,Margaret Langrick
Green Hell,Vincent Perez
Green Hell,Dianne Wiest
The House of the Seven Gables,Tyrin Turner
The House of the Seven Gables,Vincent Perez
The House of the Seven Gables,Linda Blair
The House of the Seven Gables,Dean Cain
Brigham Young,Ed Flanders
Brigham Young,Tom Poston
Brigham Young,Gary Farmer
Brigham Young,Amy Brenneman
Knightriders,Robert MacNaughton
Knightriders,Cuba Gooding Jr.
Knightriders,David Gulpilil
Knightriders,Theo Maassen
The Enemy Below,Anthony Perkins
The Enemy Below,John Goodman
The Enemy Below,Peter Falk
The Enemy Below,Ian Holm
The Battle of the River Plate,Joseph Ashton
The Battle of the River Plate,Stewart Granger
The Battle of the River Plate,John Barrymore
The Battle of the River Plate,Larry Gates
The Big Bus,Tom Conti
The Big Bus,Julie Carmen
The Big Bus,Wilfred Lucas
The Big Bus,Mona McKinnon
Billy Liar,Billie Whitelaw
Billy Liar,Hana Maria Pravda
Billy Liar,John Limnidis
Billy Liar,Ryan O`Neal
Homegrown,Stacy Peralta
Homegrown,Allen Danziger
Putney Swope,Djiby Soumare
Putney Swope,Russ Tamblyn
Putney Swope,Alexis Zegerman
Putney Swope,Alan Cox
The Tempest,Ray Bolger
The Tempest,Anthony Hopkins
The Tempest,Dana Wynter
The Tempest,Jeremy Northam
Phoenix,Barbara Shelley
Phoenix,George Rose
Phoenix,Gary Lockwood
Phoenix,Jesse Vint
Witness To Murder,Laurie Bartram
Witness To Murder,Debra Paget
Witness To Murder,Barbara Harris
Witness To Murder,John Sutton
A Dangerous Woman,Sandy Baron
A Dangerous Woman,Michael Bodnar
A Dangerous Woman,Susannah York
A Dangerous Woman,Michael Moriarty
That Cold Day in the Park,James Carpenter
That Cold Day in the Park,Camilla Belle
That Cold Day in the Park,Aldo Giuffrè
That Cold Day in the Park,Rose Hacker
Dead Heat on a Merry-Go-Round,Wilt Chamberlain
Dead Heat on a Merry-Go-Round,Quentin Tarantino
Dead Heat on a Merry-Go-Round,Robbie Coltrane
Dead Heat on a Merry-Go-Round,Mark Morales
The Siege of Firebase Gloria,Richard Donat
The Siege of Firebase Gloria,Jena Malone
The Siege of Firebase Gloria,Natascha McElhone
The Siege of Firebase Gloria,Gregory Peck
Krippendorf's Tribe,Christopher Castile
Krippendorf's Tribe,Greta Lind
Krippendorf's Tribe,Susan Denberg
Krippendorf's Tribe,Julian Fellowes
Heat and Dust,Joan O'Brien
Heat and Dust,Julie-Marie Parmentier
Heat and Dust,Joel Murray
Heat and Dust,Bernard Fresson
Drowning by Numbers,Lee Majors
Drowning by Numbers,Angie Brown
Drowning by Numbers,Keeley Hawes
Drowning by Numbers,Carroll Baker
Point Blank,Al Jolson
Point Blank,Paul Scofield
Point Blank,Kareem Abdul-Jabbar
Point Blank,Richard Conte
Cruising,Chuck Bush
Cruising,Luke Goss
Cruising,Connie Nielsen
Cruising,Jane Randolph
Flipper,Peter Falk
Flipper,Glenda Farrell
Flipper,Murray Hamilton
Flipper,Pee Wee Herman
Sunday Bloody Sunday,Edward G. Robinson
Sunday Bloody Sunday,Joan Allen
Sunday Bloody Sunday,Raymond J. Berry
Sunday Bloody Sunday,Edmond O`Brian
The Woman in the Window,Heidi von Palleske
The Woman in the Window,Bennett Ohta
The Woman in the Window,Ulrich Mühe
The Woman in the Window,Louis Gossett jr.
Tom Sawyer,Nicola Pagett
Tom Sawyer,Akosua Busia
Tom Sawyer,Anatoli Davydov
Tom Sawyer,Phyllis Diller
Buddy,Josh Duhamel
Tomorrow,Mel Harris
Tomorrow,Don Harvey
Tomorrow,Elias Koteas
Tomorrow,Thomas Tierney
Paradise,Redd Foxx
Paradise,Eszter Balint
Paradise,Jack Thibeau
Paradise,Sarah Rowland Doroff
A Far Off Place,Monika Kelly
A Far Off Place,Anne Bancroft
A Far Off Place,Karl Hardman
A Far Off Place,Brett Halsey
I confess,Barbara Windsor
I confess,Richard Donat
I confess,Maureen O’Hara
I confess,Karl Hardman
Nuts,Onslow Stevens
Nuts,Danny Dyer
Nuts,Thalmus Rasulala
Nuts,Kim Vithana
Beloved,Jane Darwell
Beloved,Jeff Anderson
Beloved,Ras Daniel Hartman
Beloved,Diane Pershing
The Morning After,Aldo Ray
The Morning After,Andie MacDowell
The Morning After,Michael Jackson
The Morning After,Rebecca Callard
Thick as Thieves,Michelle Monaghan
Thick as Thieves,Travis Tedford
Thick as Thieves,Whitney Houston
The Deep End of the Ocean,Oliver Hardy
The Deep End of the Ocean,Stanley Swerdlow
The Deep End of the Ocean,Wade Dominguez
The Deep End of the Ocean,Alexis Zegerman
The Imposters,Scott Brady
The Imposters,Robert Douglas
The Imposters,Staci Keanan
The Imposters,Jared Harris
Black and White,Nick Mancuso
Black and White,Martin Sheen
Black and White,Sarah Polley
Black and White,James Duval
Three Fugitives,William Hopper
Three Fugitives,Kathleen Quinlan
Three Fugitives,Gaylen Ross
Three Fugitives,Bill Paxton
The Accidental Tourist,Liam Cunningham
The Accidental Tourist,Yasmine Belmadi
Flying Tigers,Christina Pickles
Flying Tigers,Dorsey Wright
Flying Tigers,Dean Jagger
Flying Tigers,George Cole
That Darn Cat,Andersen Gabrych
That Darn Cat,John Travolta
That Darn Cat,Michael Rennie
That Darn Cat,Maurice Roëves
Unstrung Heroes,Keenan Wynn
Unstrung Heroes,Charles Ruggles
Unstrung Heroes,Jacques Weber
A Low Down Dirty Shame,Essy Persson
A Low Down Dirty Shame,John Hallam
A Low Down Dirty Shame,John Kani
A Low Down Dirty Shame,Tom Burlinson
I Accuse,Angie Dickinson
I Accuse,James Robertson Justice
I Accuse,Eric Porter
I Accuse,Brian Van Holt
Bittersweet,Om Puri
Bittersweet,Kristy McNichol
Bittersweet,Michael Patrick Carter
Bittersweet,Jennifer Clay
Higher Learning,Chloe Webb
Higher Learning,Kate Beahan
Higher Learning,Chris Cooper
Higher Learning,Jennifer Baxter
The Last Days of Disco,James Stacy
The Last Days of Disco,Arthur Hunnicutt
The Last Days of Disco,Julianne Nicholson
The Last Days of Disco,Rochelle Davis
Bend of the River,Geoffrey Pierson
Bend of the River,David Wayne
Bend of the River,Frances McDormand
Bend of the River,Heather Matarazzo
A Little Bit of Soul,Holly Hunter
A Little Bit of Soul,Larry B. Scott
A Little Bit of Soul,Clelia Matania
A Little Bit of Soul,Glenn Plummer
Dr. Giggles,Elias Koteas
Dr. Giggles,Courteney Cox
Dr. Giggles,Rob Schneider
Dr. Giggles,Jason Priestley
The Adventures of Huck Finn,Simone Griffeth
The Adventures of Huck Finn,James Brown
The Adventures of Huck Finn,Katharine Houghton
The Adventures of Huck Finn,Don Steele
Games,Russell Brand
Games,Hana Maria Pravda
Games,Burt Lancaster
Games,Mary Kay Place
"""Mystery",Betsy Palmer
"""Mystery",Christopher Lambert
"""Mystery",Kim Parker
"""Mystery",Ihsa Koppikar
Return from Witch Mountain,Joseph Calleia
Return from Witch Mountain,Arthur Lake
Return from Witch Mountain,Rosemary Leach
Return from Witch Mountain,Mercedes Ruehl
Ben,Robert Strauss
Ben,Cybill Shepherd
Ben,Lee Horsley
Ben,John Huston
Party Girl,Jack Lambert
Party Girl,Virginia Walker
Party Girl,Terry Potter
Party Girl,Eddie Marsan
How to Murder Your Wife,Joaquim de Almeida
How to Murder Your Wife,Jane Wyman
How to Murder Your Wife,Vince Edwards
How to Murder Your Wife,Gregory Smith
Clay Pigeons,Richard Garland
Clay Pigeons,Sharon Gless
Clay Pigeons,Lolita Chammah
Clay Pigeons,Martin Kove
Intersection,Haley Joel Osment
Intersection,David Spade
Intersection,Cristi Harris
Intersection,Dabney Coleman
Losing Isaiah,Miriam Margolyes
Losing Isaiah,Matt Frewer
Losing Isaiah,Jessica Lange
Losing Isaiah,Michael König
Homecoming,Jennifer Jones
Homecoming,Jackie Gleason
Homecoming,Constance Cummings
Homecoming,Edward Herrmann
Selena,Weird Al Yankovic
Selena,Jenny Agutter
Selena,Rachel Griffiths
Bliss,Michael Jayston
Bliss,Kevin Van Hentenryck
Bliss,Wendy Hiller
Bliss,Bill Campbell
Air Bud,Wallace Ford
Air Bud,Andre Braugher
Air Bud,Jean Hagen
Air Bud,Roxanne Hart
My Dinner with Andre,Sean Chapman
My Dinner with Andre,Samy Naceri
My Dinner with Andre,Audra Lindley
My Dinner with Andre,Phoebe Cates
A Raisin in the Sun,William Hopper
A Raisin in the Sun,Kathleen Quinlan
A Raisin in the Sun,Richard Cox
A Raisin in the Sun,Tchéky Karyo
Body Heat,Eileen Atkins
Body Heat,Tim Conway
Body Heat,Madeleine Stowe
Body Heat,Christopher Lee
Clue,Robert Lansing
Clue,Susan Clark
Clue,Holly Marie Combs
Clue,Halle Berry
The Adventures of the Wilderness Family,James Craig
The Adventures of the Wilderness Family,Tannishtha Chatterjee
The Adventures of the Wilderness Family,Joseph A. Carpenter
The Adventures of the Wilderness Family,Graham Chapman
The Education of Little Tree,Billie Whitelaw
The Education of Little Tree,Marcel Journet
The Education of Little Tree,Greg Germann
The Education of Little Tree,Sami Frey
The Bad News Bears,Robert Quarry
The Bad News Bears,Jane Darwell
The Bad News Bears,Charles Bickford
The Bad News Bears,Mildred Dunnock
Barefoot in the Park,Sean Combs
Barefoot in the Park,Bronson Pinchot
Barefoot in the Park,Jack Webb
Barefoot in the Park,Heather O'Rourke
Cuba,Audrey Dalton
Cuba,Françoise Rosay
Cuba,Kay Medford
Cuba,Michaela McManus
Funny Face,Jennifer Saunders
Funny Face,William Hopper
Funny Face,Denis Lawson
Funny Face,Francesca Annis
Do not Disturb,Amber Heard
Do not Disturb,Neil Patrick Harris
Do not Disturb,Ursula Andress
Do not Disturb,Justin Charles Pierce
Deception,Ruth White
Deception,Capucine
Deception,Bryan Brown
Deception,Alastair Sim
Drive,Craig Reay
Drive,Bradford Dillman
Drive,Bruce Dern
Drive,Barbara Hershey
Eye of the Storm,Alan Badel
Eye of the Storm,Oliver Pratt
Eye of the Storm,Glenda Farrell
Eye of the Storm,Jenna Elfman
Women in Love,Tom Guiry
Women in Love,Johnathon Schaech
Sleeping Dogs,Robert Morris
Sleeping Dogs,Celeste Holm
Sleeping Dogs,Amy Steel
Sleeping Dogs,Alison Folland
This Happy Breed,Sonia Todd
This Happy Breed,John Pankow
This Happy Breed,Millie Perkins
This Happy Breed,Glenn Ford
Sun Valley Serenade,John Warwick
Sun Valley Serenade,William Hickey
Sun Valley Serenade,Constance Marie
Sun Valley Serenade,Judith Ransdell
The Horse Soldiers,Ruby Keeler
The Horse Soldiers,Richard Bohringer
The Horse Soldiers,Sondra Locke
The Horse Soldiers,Julie Brown
The Milagro Beanfield War,Renée Zellweger
The Milagro Beanfield War,Maggie Q
The Milagro Beanfield War,Cliff Richard
The Milagro Beanfield War,Susan Hart
The Honey Pot,Jock Mahoney
The Honey Pot,Tim Meadows
The Honey Pot,Tod Slaughter
The Honey Pot,John Travolta
Five Corners,Emily Blunt
Five Corners,Ariane
Five Corners,David Spade
Five Corners,Elizabeth Ashley
The Uninvited,Jack Nance
The Uninvited,Mary Philbin
The Uninvited,Christopher Lee
The Uninvited,John Beck
Goin' South,Gokor Chivichyan
Goin' South,John Harkins
Goin' South,Ashley Olsen
Goin' South,Roberts Blossom
Deceived,Sasha Jenson
Deceived,Christopher Daniel Barnes
Deceived,Kate Capshaw
Deceived,Rhonda Fleming
Heart,Anthony Quayle
Heart,Ye Liu
Heart,Peter O'Farrell
Heart,Carlene Watkins
The Savage Innocents,Donald Pleasence
The Savage Innocents,Mary Stuart Masterson
The Savage Innocents,Juano Hernandez
The Savage Innocents,Timothy Dalton
Ordinary People,Chris Penn
Ordinary People,Reggie Lee
Ordinary People,Chazz Dominguez
Ordinary People,Eugene Brell
Down to Earth,Bob Holt
Down to Earth,Phylicia Rashad
Down to Earth,Jill Ireland
Down to Earth,Jonathan Silverman
Eight on the Lam,River Phoenix
Eight on the Lam,Kenneth Colley
Eight on the Lam,Deborah Kerr
Eight on the Lam,Jörg Schüttauf
On Dangerous Ground,John Randolph Jones
On Dangerous Ground,Arturo de Córdova
On Dangerous Ground,Bill Kerr
On Dangerous Ground,Amy Veness
Impulse,Sage Stallone
Impulse,Dyan Cannon
Impulse,Viola Davis
Impulse,Joe Anderson
American Me,Kirsten Baker
American Me,Michelle Trachtenberg
American Me,Dan Duryea
American Me,Will Arnett
Dick,Terence Morgan
Dick,Joanna Pacula
Dick,Karl Hardman
Dick,Starletta DuPois
Blue,Tony Becker
Blue,Dean Jones
Blue,Janet Landgard
Blue,James Villiers
Who Was That Lady?,Clifton Webb
Who Was That Lady?,George Hines
Who Was That Lady?,Vladimir Vdovichenkov
Who Was That Lady?,Jack Carson
The Eiger Sanction,Bob Holt
The Eiger Sanction,Jane Rose
The Eiger Sanction,Robert Arkins
The Eiger Sanction,Irene Worth
The Paleface,Steven Waddington
The Paleface,Josiane Stoléru
The Paleface,Clive Owen
The Paleface,Victor Slezak
The Little Prince,Kirk Acevedo
The Little Prince,Bruce Davison
The Little Prince,Bo Derek
The Little Prince,James Spader
Posse,John Russell
Posse,James Whitmore
Posse,Frankie Thorn
Posse,Tchéky Karyo
The Onion Field,Harland Williams
The Onion Field,Jameson Parker
The Onion Field,Ethan Phillips
The Onion Field,Kevin Miles
All I Want for Christmas,Gregory Jones
All I Want for Christmas,Isela Vega
All I Want for Christmas,Ward Bond
All I Want for Christmas,Nicolas Cage
MacArthur,Michael P. Moran
MacArthur,Maggie Q
MacArthur,Demi Moore
MacArthur,Richard Gere
A Private Function,Jake Busey
A Private Function,Chris Cooke
A Private Function,Laura Dean
A Private Function,Chris O'Neill
October Sky,Eleanor Bron
October Sky,Charlotte Rampling
October Sky,Abhay Deol
October Sky,William Carroll
The Naked Jungle,Leib Lensky
The Naked Jungle,Woody Harrelson
The Naked Jungle,Dennis Weaver
The Naked Jungle,Kyra Sedgwick
Winterhawk,Tony Becker
Winterhawk,Mary Meade
Winterhawk,Frank Langella
Winterhawk,Skeet Ulrich
Beachhead,Sarah Henderson
Beachhead,Anton Rodgers
Beachhead,Meryl Streep
Beachhead,Jeremy Northam
Miami Rhapsody,Dean Jones
Miami Rhapsody,Kim Miyori
Miami Rhapsody,Ray Milland
Miami Rhapsody,Faye Dunaway
"""Kiss Me",Helena Bergström
"""Kiss Me",Carroll O'Connor
"""Kiss Me",Patrick Renna
"""Kiss Me",John Witherspoon
Lady Jane,Vincent Perez
Lady Jane,Elijah Wood
Lady Jane,Essie Davis
Lady Jane,Hugh Grant
Cry of the Banshee,John Hubbard
Cry of the Banshee,Jane Adams
Cry of the Banshee,Doug McClure
Cry of the Banshee,Keith Gordon
Night Crossing,John Warwick
Night Crossing,Kate del Castillo
Night Crossing,Anthony Simcoe
Night Crossing,Richard Johnson
Rooster Cogburn,John Hubbard
Rooster Cogburn,Gregory Hines
Rooster Cogburn,Mick Cain
Rooster Cogburn,Edward Rigby
Champions,Christian Bale
Champions,Marisa Pavan
Champions,Rosie O'Donnell
Champions,Kyle MacLachlan
Untamed Heart,Charlotte Rampling
Untamed Heart,Anne Bancroft
Untamed Heart,Gila Golan
Untamed Heart,Tom Stern
Three Violent People,Prince
Three Violent People,Robert Cornthwaite
Three Violent People,Otis Young
Three Violent People,Alan Bates
Saboteur,Mervyn Johns
Saboteur,Jack Nance
Saboteur,Jeff Conaway
Saboteur,Maureen O’Hara
Heartburn,Margo Woode
Heartburn,Jennifer Rubin
Heartburn,Charles Drake
Heartburn,William Fichtner
Sisters,Sean Combs
Sisters,Treat Williams
Sisters,Vivien Leigh
Sisters,Ian Abercrombie
The Offence,Jared Harris
The Offence,Quentin Tarantino
The Offence,Ed Lauter
The Offence,Brandon Lee
Prefontaine,Ice-T
Prefontaine,Vladimir Sokoloff
Prefontaine,Mae Whitman
Prefontaine,Mike Vitar
Taras Bulba,Theodore Bikel
Taras Bulba,Gary Merrill
Taras Bulba,Christopher Lee
Taras Bulba,Colin Friels
Track 29,Tim McIntire
Track 29,Karlheinz Böhm
Track 29,Billy Crystal
Track 29,John Williams
The Ladies Man,Christopher Stone
The Ladies Man,Rufus Sewell
The Ladies Man,Natasha Lyonne
The Ladies Man,Helen Hunt
The Comfort of Strangers,Tony Doyle
The Comfort of Strangers,Monica Bellucci
The Comfort of Strangers,Gale Sondergaard
The Comfort of Strangers,Aaron Eckhart
The Last House on the Left,Michael J. Pollard
The Last House on the Left,Nina von Pallandt
The Last House on the Left,Ted Neeley
The Wiz,Kathleen Quinlan
The Wiz,Jay Mohr
The Wiz,Charles Drake
The Wiz,Angela Featherstone
V.I. Warshawski,John Warwick
V.I. Warshawski,Dean Jones
V.I. Warshawski,Marshall Thompson
V.I. Warshawski,Michael Aherne
The Sons of Katie Elder,Rod Mullinar
The Sons of Katie Elder,Christopher Penn
The Sons of Katie Elder,Orson Bean
The Sons of Katie Elder,Jack Elam
Waterloo,Sean Combs
Waterloo,Richard Griffiths
Waterloo,Sam Worthington
Waterloo,Frank C. Turner
The Molly Maguires,Jennifer Grey
The Molly Maguires,Albert Dekker
The Molly Maguires,Maggie Q
The Molly Maguires,Ben Affleck
Washington Square,Michael C. Williams
Washington Square,Valerie Hobson
Washington Square,Brenda Marshall
Washington Square,Leonard Nimoy
Water,Judson Pratt
Water,Hugh Fraser
Water,Mamaengaroa Kerr-Bell
Water,Berj Fazalian
Impromptu,Lee Remick
Impromptu,Stathis Giallelis
Impromptu,Michael Caine
Impromptu,Mariel Hemingway
The Magnificent Seven Ride!,Gary Cole
The Magnificent Seven Ride!,Inger Stevens
The Magnificent Seven Ride!,Akiko Wakabayashi
The Magnificent Seven Ride!,Artie Lange
For Whom the Bell Tolls,James Carpenter
For Whom the Bell Tolls,Carroll Baker
For Whom the Bell Tolls,Margaret Avery
For Whom the Bell Tolls,Clark Gable
Waterhole #3,Charles Laughton
Waterhole #3,Brian Cox
Waterhole #3,Zachary David Cope
Waterhole #3,Sammy Davis Jr.
Never Cry Wolf,Lee Majors
Never Cry Wolf,Clifton Webb
Never Cry Wolf,Jean Rogers
Never Cry Wolf,Hartley Power
Paint Your Wagon,Debra Paget
Paint Your Wagon,Tom Baker
Paint Your Wagon,John Harkins
Paint Your Wagon,Betsy Baker
Betrayed,Warren Ball
Betrayed,Hugo Weaving
Betrayed,William Conrad
Betrayed,Paula Marshall
The Parallax View,Bruce Welch
The Parallax View,Emilio Estevez
The Parallax View,Joachim Fuchsberger
The Parallax View,Kestie Morassi
In Country,Madolyn Smith Osborne
In Country,Griff Barnett
In Country,Hattie Jacques
In Country,John McIntire
The Dark Tower,David Samson
The Dark Tower,Jason Schwartzman
The Dark Tower,Miles Mander
The Dark Tower,Bonnie Bedelia
Kissing a Fool,Burt Kwouk
Kissing a Fool,Kirk Acevedo
Kissing a Fool,Rhea Perlman
Kissing a Fool,Jo Morrow
Gunfight at the O.K. Corral,Michael Dudikoff
Gunfight at the O.K. Corral,Capucine
Gunfight at the O.K. Corral,James Aubrey
Gunfight at the O.K. Corral,Nicolas Wright
Shame,Kate Burton
Shame,Blair Brown
Shame,Ellen Burstyn
Shame,Julianne Moore
The Love Letter,Sally Ann Howes
The Love Letter,Kevin Jamal Woods
The Love Letter,Robert Douglas
The Love Letter,Cathy Downs
Soapdish,Senta Berger
Soapdish,Andrea Marcovicci
Soapdish,Francisco P. Cardoza
Soapdish,Andy Griffith
Nightfall,Henry Edwards
Nightfall,Vera Farmiga
Nightfall,Anthony Perkins
Nightfall,Harold Gould
The Wrong Man,Al Jolson
The Wrong Man,Martha Vickers
The Wrong Man,Annie Ross
The Wrong Man,Romany Malco
Bobby Deerfield,Wendell Pierce
Bobby Deerfield,Coleen Gray
Bobby Deerfield,Corey Haim
Bobby Deerfield,Dina Meyer
Oh! What a Lovely War,Hayden Rorke
Oh! What a Lovely War,Peter McDonald
Oh! What a Lovely War,Joan Freeman
Oh! What a Lovely War,Elga Andersen
The Moon-Spinners,Carol Kane
The Moon-Spinners,Michael Caine
The Moon-Spinners,Peter McDonald
The Moon-Spinners,Olivia Barash
The Cat and the Canary,Dina Meyer
The Cat and the Canary,Sylvia Sidney
The Cat and the Canary,Dennis O'Keefe
The Cat and the Canary,Peter McDonald
Victim,Albert Dekker
Victim,Sheryl Lee Ralph
Victim,Rachel McAdams
Victim,Hyeon-jun Shin
Saturday Night and Sunday Morning,Gokor Chivichyan
